Order Date,Order ID,Product,Purchase Address,Quantity Ordered,Price Each,Cost price
2019-03-16 03:26:00,173720,Wired Headphones,"191 Adams St, Seattle, WA 98101",1,11.99,5.995
2019-06-30 15:45:00,222045,Wired Headphones,"308 10th St, Atlanta, GA 30301",1,11.99,5.995
2019-05-30 17:39:00,204377,Wired Headphones,"411 10th St, Atlanta, GA 30301",1,11.99,5.995
2019-05-27 10:20:00,198677,Lightning Charging Cable,"23 8th St, San Francisco, CA 94016",1,14.95,7.475
2019-10-22 15:17:00,275524,AA Batteries (4-pack),"146 Madison St, New York City, NY 10001",1,3.84,1.92
2019-02-26 20:12:00,151129,ThinkPad Laptop,"476 Lakeview St, Portland, OR 97035",1,999.99,329.9967
2019-10-07 09:14:00,268168,Flatscreen TV,"884 River St, Atlanta, GA 30301",1,300,99
2019-05-04 12:01:00,208980,AAA Batteries (4-pack),"252 2nd St, Los Angeles, CA 90001",2,2.99,1.495
2019-10-28 07:50:00,271034,Wired Headphones,"347 West St, Dallas, TX 75001",1,11.99,5.995
2019-12-11 10:15:00,299450,AAA Batteries (4-pack),"820 13th St, New York City, NY 10001",2,2.99,1.495
2019-12-21 01:48:00,312402,Lightning Charging Cable,"310 12th St, Seattle, WA 98101",1,14.95,7.475
2019-12-01 15:57:00,304851,Wired Headphones,"291 11th St, Boston, MA 02215",1,11.99,5.995
2019-04-25 22:17:00,188043,Wired Headphones,"249 Lincoln St, San Francisco, CA 94016",1,11.99,5.995
2019-01-10 21:16:00,143501,AA Batteries (4-pack),"654 West St, New York City, NY 10001",2,3.84,1.92
2019-09-29 00:37:00,253158,AAA Batteries (4-pack),"40 Ridge St, Dallas, TX 75001",4,2.99,1.495
2019-01-12 18:41:00,142433,Wired Headphones,"287 Johnson St, Austin, TX 73301",1,11.99,5.995
2019-04-14 10:43:00,184784,Macbook Pro Laptop,"150 Cherry St, Atlanta, GA 30301",1,1700,561
2019-12-06 13:39:00,298692,ThinkPad Laptop,"498 13th St, Dallas, TX 75001",1,999.99,329.9967
2019-10-31 18:48:00,276233,AA Batteries (4-pack),"380 Madison St, San Francisco, CA 94016",1,3.84,1.92
2019-02-14 07:18:00,159088,Vareebadd Phone,"106 Elm St, San Francisco, CA 94016",1,400,132
2019-12-05 15:49:00,318368,USB-C Charging Cable,"591 Center St, San Francisco, CA 94016",1,11.95,5.975
2019-01-30 18:25:00,149182,27in FHD Monitor,"806 Forest St, Boston, MA 02215",1,149.99,97.4935
2019-12-11 19:11:00,297099,USB-C Charging Cable,"521 River St, San Francisco, CA 94016",1,11.95,5.975
2019-01-28 11:33:00,143793,27in FHD Monitor,"740 Meadow St, Dallas, TX 75001",1,149.99,97.4935
2019-09-09 17:27:00,248658,Lightning Charging Cable,"688 South St, Seattle, WA 98101",1,14.95,7.475
2019-01-13 22:19:00,146952,27in FHD Monitor,"801 Lake St, San Francisco, CA 94016",1,149.99,97.4935
2019-11-19 08:15:00,292180,Lightning Charging Cable,"926 8th St, Boston, MA 02215",1,14.95,7.475
2019-11-18 12:10:00,283771,AAA Batteries (4-pack),"346 6th St, Los Angeles, CA 90001",1,2.99,1.495
2019-04-14 20:57:00,188620,AA Batteries (4-pack),"222 Hickory St, San Francisco, CA 94016",2,3.84,1.92
2019-03-24 19:20:00,173338,AA Batteries (4-pack),"621 Johnson St, Los Angeles, CA 90001",3,3.84,1.92
2019-09-29 18:18:00,255715,Google Phone,"452 Walnut St, San Francisco, CA 94016",1,600,198
2019-05-14 17:57:00,207770,AAA Batteries (4-pack),"345 11th St, New York City, NY 10001",1,2.99,1.495
2019-02-06 11:00:00,158173,USB-C Charging Cable,"90 6th St, San Francisco, CA 94016",1,11.95,5.975
2019-03-09 11:48:00,162116,USB-C Charging Cable,"446 Adams St, Dallas, TX 75001",1,11.95,5.975
2019-01-19 18:49:00,145842,Bose SoundSport Headphones,"248 Pine St, San Francisco, CA 94016",1,99.99,49.995
2019-04-13 14:03:00,180322,iPhone,"732 10th St, San Francisco, CA 94016",1,700,231
2019-10-28 15:28:00,274122,Flatscreen TV,"170 8th St, Austin, TX 73301",1,300,99
2019-10-03 19:21:00,276862,iPhone,"870 South St, Atlanta, GA 30301",1,700,231
2019-12-22 18:48:00,304344,Apple Airpods Headphones,"645 Lincoln St, San Francisco, CA 94016",1,150,97.5
2019-11-05 01:02:00,294364,Google Phone,"427 1st St, San Francisco, CA 94016",1,600,198
2019-06-08 16:10:00,219211,Flatscreen TV,"9 Washington St, Los Angeles, CA 90001",1,300,99
2019-09-01 21:55:00,248783,Wired Headphones,"568 6th St, San Francisco, CA 94016",1,11.99,5.995
2019-12-15 13:55:00,303153,Apple Airpods Headphones,"312 Wilson St, New York City, NY 10001",1,150,97.5
2019-12-06 16:37:00,315976,27in FHD Monitor,"313 6th St, Los Angeles, CA 90001",1,149.99,97.4935
2019-12-25 13:25:00,317928,Wired Headphones,"813 Hill St, San Francisco, CA 94016",1,11.99,5.995
2019-11-11 13:33:00,287289,34in Ultrawide Monitor,"436 Walnut St, Atlanta, GA 30301",1,379.99,125.3967
2019-12-29 09:48:00,298305,Apple Airpods Headphones,"111 Meadow St, San Francisco, CA 94016",1,150,97.5
2019-06-07 21:50:00,222636,Apple Airpods Headphones,"368 8th St, New York City, NY 10001",1,150,97.5
2019-11-03 08:36:00,287155,USB-C Charging Cable,"977 Johnson St, San Francisco, CA 94016",1,11.95,5.975
2019-12-26 09:09:00,310776,ThinkPad Laptop,"445 Elm St, San Francisco, CA 94016",1,999.99,329.9967
2019-04-03 21:22:00,182796,20in Monitor,"189 Sunset St, Los Angeles, CA 90001",1,109.99,71.4935
2019-05-02 19:58:00,197142,ThinkPad Laptop,"381 Main St, New York City, NY 10001",1,999.99,329.9967
2019-04-15 17:45:00,187909,Lightning Charging Cable,"503 9th St, Austin, TX 73301",1,14.95,7.475
2019-11-24 11:25:00,292273,Lightning Charging Cable,"686 Maple St, New York City, NY 10001",2,14.95,7.475
2019-10-31 17:32:00,270120,27in 4K Gaming Monitor,"710 Adams St, Dallas, TX 75001",1,389.99,128.6967
2019-10-08 20:55:00,270286,Wired Headphones,"916 1st St, Seattle, WA 98101",1,11.99,5.995
2019-04-10 16:33:00,184495,AAA Batteries (4-pack),"648 9th St, Los Angeles, CA 90001",1,2.99,1.495
2019-12-26 14:23:00,311566,AA Batteries (4-pack),"648 5th St, Seattle, WA 98101",3,3.84,1.92
2019-12-12 11:28:00,300945,Bose SoundSport Headphones,"463 Main St, Dallas, TX 75001",1,99.99,49.995
2019-04-16 21:35:00,190150,Lightning Charging Cable,"419 1st St, Portland, ME 04101",1,14.95,7.475
2019-12-27 11:13:00,304331,Lightning Charging Cable,"503 4th St, San Francisco, CA 94016",1,14.95,7.475
2019-06-01 09:35:00,212267,Bose SoundSport Headphones,"743 Park St, Atlanta, GA 30301",1,99.99,49.995
2019-09-17 22:03:00,258229,AAA Batteries (4-pack),"259 Johnson St, Los Angeles, CA 90001",1,2.99,1.495
2019-10-07 12:36:00,273230,Bose SoundSport Headphones,"185 13th St, Portland, OR 97035",1,99.99,49.995
2019-01-21 12:42:00,148232,Bose SoundSport Headphones,"209 Madison St, Boston, MA 02215",1,99.99,49.995
2019-03-14 15:14:00,171542,USB-C Charging Cable,"436 Lake St, Los Angeles, CA 90001",1,11.95,5.975
2019-12-26 05:47:00,318350,Wired Headphones,"682 2nd St, San Francisco, CA 94016",1,11.99,5.995
2019-12-07 07:56:00,307923,Lightning Charging Cable,"526 13th St, Los Angeles, CA 90001",1,14.95,7.475
2019-08-22 09:52:00,246467,AAA Batteries (4-pack),"903 Hickory St, Dallas, TX 75001",1,2.99,1.495
2019-08-14 19:48:00,245483,Wired Headphones,"401 Lincoln St, San Francisco, CA 94016",1,11.99,5.995
2019-09-10 14:47:00,251006,Bose SoundSport Headphones,"360 Madison St, Dallas, TX 75001",1,99.99,49.995
2019-04-08 15:46:00,184005,34in Ultrawide Monitor,"305 6th St, San Francisco, CA 94016",1,379.99,125.3967
2019-07-11 21:41:00,236239,Wired Headphones,"176 Washington St, Seattle, WA 98101",2,11.99,5.995
2019-10-20 08:55:00,277814,USB-C Charging Cable,"707 Johnson St, San Francisco, CA 94016",2,11.95,5.975
2019-06-10 13:56:00,214197,AAA Batteries (4-pack),"566 2nd St, Seattle, WA 98101",3,2.99,1.495
2019-04-11 12:16:00,184472,iPhone,"573 Adams St, Austin, TX 73301",1,700,231
2019-11-30 22:27:00,286157,Bose SoundSport Headphones,"386 Dogwood St, San Francisco, CA 94016",1,99.99,49.995
2019-12-15 19:29:00,303447,AA Batteries (4-pack),"170 Lake St, Boston, MA 02215",1,3.84,1.92
2019-08-16 22:24:00,247798,Apple Airpods Headphones,"42 Johnson St, New York City, NY 10001",1,150,97.5
2019-05-11 05:12:00,198724,Flatscreen TV,"900 Cherry St, New York City, NY 10001",1,300,99
2019-07-06 09:53:00,231225,iPhone,"650 South St, San Francisco, CA 94016",1,700,231
2019-04-27 23:26:00,190402,AA Batteries (4-pack),"551 Wilson St, New York City, NY 10001",2,3.84,1.92
2019-08-04 10:27:00,239393,Apple Airpods Headphones,"122 10th St, San Francisco, CA 94016",1,150,97.5
2019-12-12 17:00:00,311997,Google Phone,"311 Forest St, Austin, TX 73301",1,600,198
2019-01-22 11:26:00,146601,USB-C Charging Cable,"642 Hill St, San Francisco, CA 94016",1,11.95,5.975
2019-12-12 22:11:00,298470,Flatscreen TV,"98 North St, Boston, MA 02215",1,300,99
2019-10-19 05:30:00,272005,AAA Batteries (4-pack),"712 Highland St, New York City, NY 10001",3,2.99,1.495
2019-10-13 20:29:00,268455,Google Phone,"103 Cedar St, Atlanta, GA 30301",1,600,198
2019-02-18 21:52:00,160196,USB-C Charging Cable,"57 Center St, San Francisco, CA 94016",1,11.95,5.975
2019-04-14 10:31:00,180568,AA Batteries (4-pack),"215 12th St, San Francisco, CA 94016",1,3.84,1.92
2019-10-22 16:47:00,271842,Apple Airpods Headphones,"41 7th St, Seattle, WA 98101",1,150,97.5
2019-02-15 20:08:00,158433,AAA Batteries (4-pack),"242 12th St, Dallas, TX 75001",1,2.99,1.495
2019-04-20 18:15:00,190716,Macbook Pro Laptop,"81 11th St, New York City, NY 10001",1,1700,561
2019-06-15 11:43:00,221993,27in 4K Gaming Monitor,"2 Hill St, San Francisco, CA 94016",1,389.99,128.6967
2019-08-20 23:25:00,241034,USB-C Charging Cable,"436 14th St, San Francisco, CA 94016",2,11.95,5.975
2019-10-29 12:53:00,277729,27in 4K Gaming Monitor,"784 Cedar St, Los Angeles, CA 90001",1,389.99,128.6967
2019-09-06 13:03:00,248657,AA Batteries (4-pack),"759 Elm St, San Francisco, CA 94016",1,3.84,1.92
2019-04-16 18:33:00,193748,Flatscreen TV,"95 4th St, San Francisco, CA 94016",1,300,99
2019-08-13 14:49:00,247249,Lightning Charging Cable,"976 Hill St, New York City, NY 10001",1,14.95,7.475
2019-12-20 12:04:00,306117,Bose SoundSport Headphones,"219 Cedar St, Los Angeles, CA 90001",1,99.99,49.995
2019-05-30 19:48:00,205067,AA Batteries (4-pack),"770 Pine St, Boston, MA 02215",1,3.84,1.92
2019-12-07 12:48:00,296282,AA Batteries (4-pack),"954 West St, San Francisco, CA 94016",1,3.84,1.92
2019-12-27 09:16:00,298066,Bose SoundSport Headphones,"278 Lincoln St, San Francisco, CA 94016",1,99.99,49.995
2019-11-18 18:44:00,294081,Lightning Charging Cable,"337 Jefferson St, Seattle, WA 98101",1,14.95,7.475
2019-05-22 18:40:00,204731,Lightning Charging Cable,"907 Park St, Boston, MA 02215",1,14.95,7.475
2019-11-07 11:12:00,281929,Lightning Charging Cable,"525 North St, San Francisco, CA 94016",1,14.95,7.475
2019-11-09 17:33:00,291319,Bose SoundSport Headphones,"470 Jefferson St, Boston, MA 02215",1,99.99,49.995
2019-03-10 15:52:00,173058,Bose SoundSport Headphones,"474 14th St, San Francisco, CA 94016",1,99.99,49.995
2019-07-01 12:15:00,232820,27in FHD Monitor,"588 Sunset St, Los Angeles, CA 90001",1,149.99,97.4935
2019-09-18 18:53:00,258728,27in FHD Monitor,"690 Wilson St, Seattle, WA 98101",1,149.99,97.4935
2019-07-27 18:36:00,225736,Flatscreen TV,"678 Cherry St, Boston, MA 02215",1,300,99
2019-12-27 11:40:00,309765,34in Ultrawide Monitor,"4 Washington St, Portland, OR 97035",1,379.99,125.3967
2019-07-27 21:35:00,235532,Flatscreen TV,"738 Ridge St, Los Angeles, CA 90001",1,300,99
2019-10-20 20:08:00,269787,USB-C Charging Cable,"528 Hickory St, Los Angeles, CA 90001",1,11.95,5.975
2019-11-30 21:51:00,286474,USB-C Charging Cable,"689 Forest St, New York City, NY 10001",1,11.95,5.975
2019-11-07 15:51:00,285595,USB-C Charging Cable,"199 12th St, Boston, MA 02215",3,11.95,5.975
2019-06-06 11:44:00,215461,AAA Batteries (4-pack),"979 5th St, Dallas, TX 75001",2,2.99,1.495
2019-10-27 14:11:00,261513,USB-C Charging Cable,"865 South St, San Francisco, CA 94016",1,11.95,5.975
2019-07-28 19:26:00,230207,Apple Airpods Headphones,"851 Meadow St, Los Angeles, CA 90001",1,150,97.5
2019-12-10 00:17:00,316053,34in Ultrawide Monitor,"758 11th St, Atlanta, GA 30301",1,379.99,125.3967
2019-01-31 22:06:00,143650,Lightning Charging Cable,"859 Highland St, Dallas, TX 75001",1,14.95,7.475
2019-07-20 07:17:00,231525,Macbook Pro Laptop,"732 9th St, Austin, TX 73301",1,1700,561
2019-09-29 10:04:00,254147,Macbook Pro Laptop,"828 Elm St, Seattle, WA 98101",1,1700,561
2019-06-26 11:38:00,222661,Apple Airpods Headphones,"383 Ridge St, Los Angeles, CA 90001",1,150,97.5
2019-04-21 01:36:00,183474,Bose SoundSport Headphones,"649 4th St, San Francisco, CA 94016",1,99.99,49.995
2019-08-05 16:42:00,238962,AAA Batteries (4-pack),"738 6th St, Boston, MA 02215",1,2.99,1.495
2019-03-23 19:04:00,172751,Bose SoundSport Headphones,"82 4th St, Los Angeles, CA 90001",1,99.99,49.995
2019-11-21 14:19:00,283228,Bose SoundSport Headphones,"837 Maple St, San Francisco, CA 94016",1,99.99,49.995
2019-02-03 18:30:00,154170,ThinkPad Laptop,"294 1st St, New York City, NY 10001",1,999.99,329.9967
2019-02-28 02:09:00,154199,AA Batteries (4-pack),"306 Forest St, San Francisco, CA 94016",1,3.84,1.92
2019-10-25 13:53:00,264866,Wired Headphones,"54 6th St, San Francisco, CA 94016",1,11.99,5.995
2019-10-31 12:46:00,271700,AAA Batteries (4-pack),"797 6th St, Dallas, TX 75001",2,2.99,1.495
2019-04-13 01:29:00,188652,USB-C Charging Cable,"94 Cedar St, New York City, NY 10001",2,11.95,5.975
2019-11-03 17:57:00,288596,27in 4K Gaming Monitor,"121 Park St, San Francisco, CA 94016",1,389.99,128.6967
2019-04-08 10:54:00,186278,Lightning Charging Cable,"774 Lakeview St, San Francisco, CA 94016",1,14.95,7.475
2019-06-17 16:44:00,217573,Apple Airpods Headphones,"869 Cedar St, Atlanta, GA 30301",1,150,97.5
2019-10-29 17:24:00,261653,USB-C Charging Cable,"127 6th St, Dallas, TX 75001",1,11.95,5.975
2019-09-24 18:02:00,253690,Wired Headphones,"474 6th St, Seattle, WA 98101",2,11.99,5.995
2019-11-05 07:57:00,281613,Wired Headphones,"724 6th St, San Francisco, CA 94016",1,11.99,5.995
2019-11-15 11:52:00,290753,AAA Batteries (4-pack),"669 Hill St, Los Angeles, CA 90001",1,2.99,1.495
2019-07-20 13:02:00,229503,Apple Airpods Headphones,"555 Forest St, Boston, MA 02215",1,150,97.5
2019-07-15 11:26:00,224103,Lightning Charging Cable,"35 Maple St, Los Angeles, CA 90001",1,14.95,7.475
2019-10-08 21:28:00,271422,Wired Headphones,"365 Hill St, Atlanta, GA 30301",1,11.99,5.995
2019-10-07 21:16:00,266981,Lightning Charging Cable,"418 4th St, San Francisco, CA 94016",2,14.95,7.475
2019-11-17 23:47:00,285649,Wired Headphones,"714 Walnut St, Atlanta, GA 30301",2,11.99,5.995
2019-10-30 19:45:00,269818,AAA Batteries (4-pack),"898 Madison St, San Francisco, CA 94016",1,2.99,1.495
2019-04-04 21:38:00,190763,Apple Airpods Headphones,"338 Sunset St, New York City, NY 10001",1,150,97.5
2019-03-25 13:46:00,171587,Flatscreen TV,"779 1st St, Dallas, TX 75001",1,300,99
2019-01-27 08:41:00,149139,ThinkPad Laptop,"215 Church St, Portland, OR 97035",1,999.99,329.9967
2019-04-28 10:23:00,180622,USB-C Charging Cable,"167 West St, Atlanta, GA 30301",1,11.95,5.975
2019-06-25 21:15:00,222493,ThinkPad Laptop,"273 11th St, Portland, OR 97035",1,999.99,329.9967
2019-07-08 16:31:00,235868,Google Phone,"948 2nd St, Atlanta, GA 30301",1,600,198
2019-01-05 14:29:00,143250,AAA Batteries (4-pack),"725 12th St, Los Angeles, CA 90001",1,2.99,1.495
2019-03-20 07:31:00,170795,AAA Batteries (4-pack),"567 13th St, San Francisco, CA 94016",2,2.99,1.495
2019-10-10 09:34:00,260729,Bose SoundSport Headphones,"587 7th St, Boston, MA 02215",1,99.99,49.995
2019-10-26 15:03:00,270564,Flatscreen TV,"153 10th St, New York City, NY 10001",1,300,99
2019-09-29 22:56:00,257890,USB-C Charging Cable,"20 9th St, Boston, MA 02215",1,11.95,5.975
2019-10-06 13:38:00,267276,AAA Batteries (4-pack),"444 Willow St, San Francisco, CA 94016",1,2.99,1.495
2019-01-02 12:46:00,147509,AAA Batteries (4-pack),"632 10th St, San Francisco, CA 94016",1,2.99,1.495
2019-11-03 09:39:00,294511,AA Batteries (4-pack),"790 12th St, Portland, OR 97035",1,3.84,1.92
2019-04-13 14:04:00,189470,USB-C Charging Cable,"155 Cherry St, Seattle, WA 98101",2,11.95,5.975
2019-08-14 15:57:00,243261,20in Monitor,"125 Pine St, New York City, NY 10001",1,109.99,71.4935
2019-05-27 15:16:00,203310,Macbook Pro Laptop,"199 Lincoln St, Austin, TX 73301",1,1700,561
2019-01-19 11:17:00,143822,Apple Airpods Headphones,"409 Park St, Portland, OR 97035",1,150,97.5
2019-05-17 18:13:00,204492,34in Ultrawide Monitor,"392 1st St, Boston, MA 02215",1,379.99,125.3967
2019-10-21 00:08:00,266915,Lightning Charging Cable,"555 Main St, New York City, NY 10001",1,14.95,7.475
2019-08-22 12:21:00,244749,USB-C Charging Cable,"167 Main St, Los Angeles, CA 90001",1,11.95,5.975
2019-06-03 12:46:00,215109,AAA Batteries (4-pack),"31 Madison St, Austin, TX 73301",1,2.99,1.495
2019-01-15 20:20:00,144260,Google Phone,"418 Park St, Atlanta, GA 30301",1,600,198
2019-12-23 14:35:00,306235,AAA Batteries (4-pack),"444 Madison St, Atlanta, GA 30301",2,2.99,1.495
2019-10-18 11:14:00,275291,Macbook Pro Laptop,"39 Hickory St, San Francisco, CA 94016",1,1700,561
2019-08-08 10:14:00,236996,AAA Batteries (4-pack),"894 Jefferson St, San Francisco, CA 94016",3,2.99,1.495
2019-04-08 21:12:00,191452,USB-C Charging Cable,"169 Maple St, New York City, NY 10001",1,11.95,5.975
2019-02-03 15:45:00,159723,AAA Batteries (4-pack),"287 Chestnut St, Atlanta, GA 30301",1,2.99,1.495
2019-02-10 21:52:00,151673,Wired Headphones,"504 Center St, Dallas, TX 75001",1,11.99,5.995
2019-04-03 09:59:00,186918,AA Batteries (4-pack),"18 14th St, New York City, NY 10001",1,3.84,1.92
2019-03-25 10:04:00,169893,ThinkPad Laptop,"40 2nd St, Los Angeles, CA 90001",1,999.99,329.9967
2019-05-11 10:46:00,202699,AAA Batteries (4-pack),"812 West St, Seattle, WA 98101",2,2.99,1.495
2019-07-01 22:00:00,235900,Bose SoundSport Headphones,"286 West St, Boston, MA 02215",1,99.99,49.995
2019-03-06 11:38:00,165460,LG Washing Machine,"814 Lincoln St, Los Angeles, CA 90001",1,600,198
2019-11-13 17:47:00,284540,Flatscreen TV,"515 Lincoln St, Dallas, TX 75001",1,300,99
2019-05-16 13:30:00,208129,Apple Airpods Headphones,"693 5th St, San Francisco, CA 94016",1,150,97.5
2019-01-11 14:25:00,149209,AAA Batteries (4-pack),"721 Cherry St, Seattle, WA 98101",1,2.99,1.495
2019-02-18 20:24:00,155726,Apple Airpods Headphones,"621 1st St, New York City, NY 10001",1,150,97.5
2019-12-17 12:24:00,317326,Bose SoundSport Headphones,"787 Main St, New York City, NY 10001",1,99.99,49.995
2019-04-06 19:08:00,185862,iPhone,"998 Lake St, San Francisco, CA 94016",1,700,231
2019-06-12 20:17:00,213845,Lightning Charging Cable,"875 Lake St, New York City, NY 10001",1,14.95,7.475
2019-04-21 08:51:00,185324,AAA Batteries (4-pack),"121 Washington St, New York City, NY 10001",3,2.99,1.495
2019-12-21 11:07:00,297868,Lightning Charging Cable,"847 Johnson St, Los Angeles, CA 90001",2,14.95,7.475
2019-10-29 11:24:00,267653,Apple Airpods Headphones,"733 Madison St, San Francisco, CA 94016",1,150,97.5
2019-04-10 18:37:00,183407,Wired Headphones,"367 Lincoln St, Boston, MA 02215",1,11.99,5.995
2019-11-06 12:38:00,287794,Wired Headphones,"883 4th St, New York City, NY 10001",1,11.99,5.995
2019-07-06 17:01:00,233620,Bose SoundSport Headphones,"347 Highland St, Austin, TX 73301",1,99.99,49.995
2019-01-26 11:33:00,145253,Lightning Charging Cable,"55 Madison St, Portland, OR 97035",1,14.95,7.475
2019-05-07 18:22:00,203582,Vareebadd Phone,"669 Cedar St, Boston, MA 02215",1,400,132
2019-04-22 09:00:00,186794,Bose SoundSport Headphones,"363 Highland St, Los Angeles, CA 90001",1,99.99,49.995
2019-12-14 01:21:00,295692,AA Batteries (4-pack),"640 Cherry St, Los Angeles, CA 90001",2,3.84,1.92
2019-05-07 15:02:00,194659,Apple Airpods Headphones,"328 11th St, San Francisco, CA 94016",1,150,97.5
2019-07-15 15:16:00,232085,Bose SoundSport Headphones,"457 4th St, San Francisco, CA 94016",1,99.99,49.995
2019-10-22 20:28:00,262055,20in Monitor,"549 Lincoln St, San Francisco, CA 94016",1,109.99,71.4935
2019-10-15 18:23:00,266693,USB-C Charging Cable,"856 North St, Atlanta, GA 30301",1,11.95,5.975
2019-11-07 05:41:00,288640,34in Ultrawide Monitor,"173 Forest St, Portland, OR 97035",1,379.99,125.3967
2019-03-12 12:57:00,162841,Wired Headphones,"867 River St, Atlanta, GA 30301",1,11.99,5.995
2019-12-20 16:53:00,318415,Apple Airpods Headphones,"689 10th St, Los Angeles, CA 90001",1,150,97.5
2019-03-21 21:18:00,171184,Lightning Charging Cable,"879 Center St, Atlanta, GA 30301",1,14.95,7.475
2019-11-09 08:36:00,285707,Bose SoundSport Headphones,"765 7th St, Atlanta, GA 30301",1,99.99,49.995
2019-11-13 10:33:00,283856,AA Batteries (4-pack),"179 12th St, Seattle, WA 98101",1,3.84,1.92
2019-04-12 19:11:00,181391,USB-C Charging Cable,"516 Johnson St, Seattle, WA 98101",1,11.95,5.975
2019-04-10 20:06:00,192129,AAA Batteries (4-pack),"856 Walnut St, Boston, MA 02215",2,2.99,1.495
2019-03-14 16:56:00,165462,Wired Headphones,"238 Main St, Atlanta, GA 30301",2,11.99,5.995
2019-12-07 10:24:00,299518,Flatscreen TV,"273 Meadow St, New York City, NY 10001",1,300,99
2019-07-22 10:57:00,230415,AAA Batteries (4-pack),"639 West St, New York City, NY 10001",1,2.99,1.495
2019-10-24 06:55:00,262210,Lightning Charging Cable,"434 River St, Portland, OR 97035",1,14.95,7.475
2019-11-01 12:49:00,291562,AAA Batteries (4-pack),"264 Ridge St, Seattle, WA 98101",3,2.99,1.495
2019-01-30 22:55:00,147645,Apple Airpods Headphones,"484 12th St, San Francisco, CA 94016",1,150,97.5
2019-03-30 11:56:00,166033,Wired Headphones,"841 5th St, Atlanta, GA 30301",1,11.99,5.995
2019-12-13 10:24:00,311434,Bose SoundSport Headphones,"999 2nd St, Boston, MA 02215",1,99.99,49.995
2019-12-01 11:50:00,309070,Lightning Charging Cable,"575 West St, New York City, NY 10001",3,14.95,7.475
2019-06-09 15:20:00,221744,AA Batteries (4-pack),"453 7th St, Los Angeles, CA 90001",1,3.84,1.92
2019-10-10 20:22:00,265137,27in FHD Monitor,"14 7th St, New York City, NY 10001",1,149.99,97.4935
2019-10-01 22:07:00,275865,iPhone,"476 11th St, Atlanta, GA 30301",1,700,231
2019-11-16 10:46:00,294264,AA Batteries (4-pack),"967 River St, Los Angeles, CA 90001",2,3.84,1.92
2019-03-08 20:59:00,165917,Wired Headphones,"403 Meadow St, Los Angeles, CA 90001",1,11.99,5.995
2019-06-13 15:03:00,212540,Macbook Pro Laptop,"435 Center St, Los Angeles, CA 90001",1,1700,561
2019-07-05 13:09:00,224450,27in 4K Gaming Monitor,"199 North St, Seattle, WA 98101",1,389.99,128.6967
2019-02-18 11:51:00,160891,Wired Headphones,"39 14th St, Seattle, WA 98101",1,11.99,5.995
2019-04-20 13:56:00,188828,Apple Airpods Headphones,"672 9th St, Los Angeles, CA 90001",1,150,97.5
2019-06-22 19:12:00,219685,AAA Batteries (4-pack),"376 North St, Portland, OR 97035",1,2.99,1.495
2019-04-09 09:01:00,179464,Wired Headphones,"354 Highland St, Portland, OR 97035",2,11.99,5.995
2019-07-28 11:43:00,224118,Apple Airpods Headphones,"87 10th St, Austin, TX 73301",1,150,97.5
2019-10-30 12:55:00,278208,Wired Headphones,"256 Chestnut St, Los Angeles, CA 90001",1,11.99,5.995
2019-09-30 19:36:00,256267,Flatscreen TV,"843 Cherry St, Atlanta, GA 30301",1,300,99
2019-09-10 10:36:00,252535,27in 4K Gaming Monitor,"902 Adams St, Seattle, WA 98101",1,389.99,128.6967
2019-03-15 20:57:00,172484,34in Ultrawide Monitor,"917 Johnson St, New York City, NY 10001",1,379.99,125.3967
2019-02-16 23:39:00,153881,AA Batteries (4-pack),"422 5th St, Boston, MA 02215",1,3.84,1.92
2019-04-27 09:54:00,192840,Google Phone,"505 12th St, New York City, NY 10001",1,600,198
2019-04-18 08:56:00,180772,Wired Headphones,"418 Maple St, Portland, OR 97035",1,11.99,5.995
2019-07-05 22:00:00,223121,Bose SoundSport Headphones,"880 7th St, New York City, NY 10001",1,99.99,49.995
2019-12-20 20:06:00,318693,AAA Batteries (4-pack),"674 12th St, Los Angeles, CA 90001",1,2.99,1.495
2019-11-16 21:26:00,287688,Apple Airpods Headphones,"297 Ridge St, San Francisco, CA 94016",1,150,97.5
2019-10-12 15:53:00,266119,USB-C Charging Cable,"993 Ridge St, San Francisco, CA 94016",1,11.95,5.975
2019-04-29 23:35:00,185481,27in FHD Monitor,"59 12th St, San Francisco, CA 94016",1,149.99,97.4935
2019-07-17 01:07:00,236500,Lightning Charging Cable,"451 Park St, San Francisco, CA 94016",1,14.95,7.475
2019-11-30 22:50:00,283916,Apple Airpods Headphones,"382 Willow St, Atlanta, GA 30301",1,150,97.5
2019-12-06 20:31:00,301681,Lightning Charging Cable,"788 1st St, Boston, MA 02215",1,14.95,7.475
2019-06-19 01:47:00,216169,Apple Airpods Headphones,"288 7th St, New York City, NY 10001",1,150,97.5
2019-11-02 16:08:00,291737,AA Batteries (4-pack),"482 Wilson St, San Francisco, CA 94016",1,3.84,1.92
2019-08-06 11:52:00,240055,Lightning Charging Cable,"41 Spruce St, Los Angeles, CA 90001",1,14.95,7.475
2019-10-05 17:20:00,277440,Apple Airpods Headphones,"961 Johnson St, Portland, ME 04101",1,150,97.5
2019-02-11 13:34:00,153354,Wired Headphones,"461 Walnut St, Dallas, TX 75001",1,11.99,5.995
2019-11-26 06:03:00,283066,Google Phone,"59 5th St, Portland, OR 97035",1,600,198
2019-04-02 21:15:00,182377,20in Monitor,"545 Jefferson St, New York City, NY 10001",1,109.99,71.4935
